16,0.0,14916
64,0.9980201721191406,16132
128,3.9713382720947266,16132
256,13.9617919921875,16132
384,29.920101165771484,16132
512,53.88045310974121,16132
768,121.69909477233887,16132
1024,218.4154987335205,16140
1280,348.0691909790039,16140
1536,566.0200119018555,15388
2048,1165.2674674987793,15596
2560,1905.7440757751465,15840
3072,2063.8349056243896,16008
3584,2813.0977153778076,16088
3968,3538.6340618133545,16132
