16,0.0,14580
64,34.912824630737305,21048
128,1.9974708557128906,21076
256,7.976055145263672,21168
384,15.959978103637695,21420
512,28.94759178161621,21952
768,69.8399543762207,23396
1024,128.23820114135742,31856
1280,199.49102401733398,35692
1536,293.6673164367676,37940
2048,576.4505863189697,58600
2560,892.162561416626,82828
3072,1207.6773643493652,111560
3584,1683.0189228057861,144964
3968,2136.8136405944824,177076
